transaction_id,customer_id,account_id,branch_id,transaction_date,transaction_timestamp,amount_cad,transaction_type,merchant_name,channel
TXN1003052,CUST100925,ACC501879,BR_QUE_007,2025-11-28,2025-11-28T06:56:00,451.18,INTERAC_DEBIT,Costco,POS
TXN1003053,CUST100400,ACC500819,BR_LAV_008,2025-11-26,2025-11-26T10:21:00,3154.81,INTERAC_DEBIT,Amazon.ca,ONLINE
TXN1003054,CUST100917,ACC501864,BR_MIS_002,2025-11-06,2025-11-06T23:25:00,1237.76,BILL_PAYMENT,,BRANCH
TXN1003055,CUST100749,ACC501543,BR_TOR_001,2025-11-30,2025-11-30T07:31:00,4943.25,BILL_PAYMENT,,ATM
TXN1003056,CUST100195,ACC500407,BR_MON_006,2025-11-29,2025-11-29T21:17:00,1577.23,BILL_PAYMENT,,ONLINE
TXN1003057,CUST100848,ACC501736,BR_TOR_001,2025-11-22,2025-11-22T13:50:00,49.29,POS_PURCHASE,Loblaws,ATM
TXN1003058,CUST100093,ACC500190,BR_HAL_015,2025-11-21,2025-11-21T04:09:00,753.43,ATM_WITHDRAWAL,,POS
TXN1003059,CUST100979,ACC501984,BR_MON_006,2025-11-26,2025-11-26T18:30:00,3436.51,ATM_WITHDRAWAL,,ATM
TXN1003060,CUST100655,ACC501335,BR_QUE_007,2025-11-24,2025-11-24T06:24:00,1162.61,PAYROLL_DEPOSIT,,ONLINE
TXN1003061,CUST100661,ACC501348,BR_HAM_004,2025-11-19,2025-11-19T10:53:00,2257.65,INTERAC_DEBIT,Costco,POS
TXN1003062,CUST100261,ACC500530,BR_OTT_003,2025-11-25,2025-11-25T22:38:00,2034.91,INTERAC_DEBIT,Petro-Canada,ATM
TXN1003063,CUST100546,ACC501114,BR_OTT_003,2025-11-03,2025-11-03T06:26:00,3954.65,INTERAC_ETRANSFER,,ATM
TXN1003064,CUST100242,ACC500493,BR_LON_005,2025-11-27,2025-11-27T16:40:00,1363.69,BILL_PAYMENT,,MOBILE
TXN1003065,CUST100813,ACC501665,BR_EDM_013,2025-11-02,2025-11-02T00:44:00,4053.3,PAYROLL_DEPOSIT,,BRANCH
TXN1003066,CUST100329,ACC500678,BR_WIN_014,2025-11-29,2025-11-29T22:07:00,910.31,POS_PURCHASE,Petro-Canada,ONLINE
TXN1003067,CUST100286,ACC500584,BR_HAM_004,2025-11-14,2025-11-14T18:21:00,4177.36,ATM_WITHDRAWAL,,MOBILE
TXN1003068,CUST100843,ACC501726,BR_OTT_003,2025-11-28,2025-11-28T13:08:00,846.94,POS_PURCHASE,Loblaws,ATM
TXN1003069,CUST100114,ACC500230,BR_SUR_011,2025-11-30,2025-11-30T23:56:00,4654.55,ATM_WITHDRAWAL,,ATM
TXN1003070,CUST100650,ACC501328,BR_EDM_013,2025-11-07,2025-11-07T08:19:00,3313.01,PAYROLL_DEPOSIT,,ONLINE
TXN1003071,CUST100698,ACC501428,BR_CAL_012,2025-11-19,2025-11-19T05:14:00,592.13,POS_PURCHASE,Amazon.ca,POS
TXN1003072,CUST100553,ACC501129,BR_CAL_012,2025-11-27,2025-11-27T05:27:00,3662.75,WIRE,,BRANCH
TXN1003073,CUST100489,ACC500997,BR_EDM_013,2025-11-22,2025-11-22T21:54:00,457.03,INTERAC_ETRANSFER,,ATM
TXN1003074,CUST100468,ACC500953,BR_QUE_007,2025-11-05,2025-11-05T21:45:00,3183.11,INTERAC_ETRANSFER,,ONLINE
TXN1003075,CUST100451,ACC500919,BR_MIS_002,2025-11-03,2025-11-03T23:47:00,4282.89,ATM_WITHDRAWAL,,BRANCH
TXN1003076,CUST100301,ACC500618,BR_VIC_010,2025-11-03,2025-11-03T22:58:00,872.78,BILL_PAYMENT,,POS
TXN1003077,CUST100312,ACC500642,BR_LON_005,2025-11-25,2025-11-25T04:50:00,4068.8,POS_PURCHASE,LCBO,POS
TXN1003078,CUST100641,ACC501311,BR_MIS_002,2025-11-16,2025-11-16T05:43:00,2362.0,WIRE,,ONLINE
TXN1003079,CUST100864,ACC501761,BR_LAV_008,2025-11-22,2025-11-22T15:36:00,627.85,ATM_WITHDRAWAL,,POS
TXN1003080,CUST100049,ACC500099,BR_QUE_007,2025-11-14,2025-11-14T10:24:00,2284.44,EFT,,MOBILE
TXN1003081,CUST100098,ACC500197,BR_HAL_015,2025-11-11,2025-11-11T16:35:00,3645.16,INTERAC_ETRANSFER,,ATM
TXN1003082,CUST100836,ACC501712,BR_VIC_010,2025-11-02,2025-11-02T21:56:00,2974.62,PAYROLL_DEPOSIT,,ATM
TXN1003083,CUST100940,ACC501910,BR_LAV_008,2025-11-16,2025-11-16T23:36:00,4944.28,INTERAC_DEBIT,Tim Hortons,ATM
TXN1003084,CUST100300,ACC500616,BR_EDM_013,2025-11-09,2025-11-09T08:24:00,413.22,ATM_WITHDRAWAL,,ATM
TXN1003085,CUST100583,ACC501194,BR_CAL_012,2025-11-02,2025-11-02T18:29:00,1520.64,WIRE,,ONLINE
TXN1003086,CUST100878,ACC501789,BR_EDM_013,2025-11-07,2025-11-07T23:52:00,2583.32,PAYROLL_DEPOSIT,,BRANCH
TXN1003087,CUST100862,ACC501758,BR_CAL_012,2025-11-23,2025-11-23T05:15:00,3609.45,POS_PURCHASE,Walmart Canada,ONLINE
TXN1003088,CUST100561,ACC501146,BR_TOR_001,2025-11-15,2025-11-15T00:03:00,2804.75,PAYROLL_DEPOSIT,,ATM
TXN1003089,CUST100635,ACC501296,BR_SUR_011,2025-11-11,2025-11-11T07:11:00,478.56,EFT,,ATM
TXN1003090,CUST100748,ACC501538,BR_QUE_007,2025-11-18,2025-11-18T05:48:00,2417.94,INTERAC_DEBIT,Costco,ATM
TXN1003091,CUST100617,ACC501259,BR_EDM_013,2025-11-22,2025-11-22T12:26:00,746.27,ATM_WITHDRAWAL,,MOBILE
TXN1003092,CUST100361,ACC500739,BR_HAM_004,2025-11-18,2025-11-18T06:53:00,4987.31,WIRE,,MOBILE
TXN1003093,CUST100065,ACC500130,BR_LAV_008,2025-11-10,2025-11-10T12:48:00,2650.38,ATM_WITHDRAWAL,,ATM
TXN1003094,CUST100765,ACC501574,BR_CAL_012,2025-11-27,2025-11-27T00:12:00,3726.39,INTERAC_DEBIT,Loblaws,BRANCH
TXN1003095,CUST100844,ACC501727,BR_QUE_007,2025-11-15,2025-11-15T01:51:00,2603.33,INTERAC_DEBIT,Loblaws,BRANCH
TXN1003096,CUST100633,ACC501294,BR_QUE_007,2025-11-30,2025-11-30T22:45:00,3758.54,ATM_WITHDRAWAL,,BRANCH
TXN1003097,CUST100225,ACC500461,BR_HAM_004,2025-11-02,2025-11-02T15:51:00,3763.54,EFT,,ATM
TXN1003098,CUST100571,ACC501169,BR_LAV_008,2025-11-09,2025-11-09T16:17:00,3363.57,WIRE,,MOBILE
TXN1003099,CUST100494,ACC501008,BR_OTT_003,2025-11-18,2025-11-18T14:55:00,3422.15,BILL_PAYMENT,,BRANCH
TXN1003100,CUST100412,ACC500840,BR_MIS_002,2025-11-02,2025-11-02T15:51:00,4318.09,POS_PURCHASE,Petro-Canada,MOBILE
TXN1003101,CUST100315,ACC500649,BR_LAV_008,2025-11-05,2025-11-05T13:30:00,3386.52,PAYROLL_DEPOSIT,,ATM
TXN1003102,CUST100771,ACC501584,BR_CAL_012,2025-11-17,2025-11-17T03:28:00,1360.87,EFT,,MOBILE
TXN1003103,CUST100578,ACC501183,BR_MIS_002,2025-11-01,2025-11-01T01:12:00,3824.75,POS_PURCHASE,Canadian Tire,ATM
TXN1003104,CUST100183,ACC500381,BR_CAL_012,2025-11-06,2025-11-06T12:39:00,1132.71,ATM_WITHDRAWAL,,POS
TXN1003105,CUST100126,ACC500257,BR_OTT_003,2025-11-22,2025-11-22T08:22:00,4632.39,ATM_WITHDRAWAL,,MOBILE
TXN1003106,CUST100222,ACC500457,BR_VIC_010,2025-11-01,2025-11-01T19:58:00,169.87,WIRE,,MOBILE
TXN1003107,CUST100750,ACC501544,BR_MIS_002,2025-11-25,2025-11-25T01:46:00,1678.38,BILL_PAYMENT,,MOBILE
TXN1003108,CUST100516,ACC501055,BR_HAM_004,2025-11-05,2025-11-05T20:09:00,2001.56,POS_PURCHASE,Walmart Canada,ONLINE
TXN1003109,CUST100124,ACC500251,BR_WIN_014,2025-11-11,2025-11-11T22:35:00,3801.48,EFT,,BRANCH
TXN1003110,CUST100593,ACC501216,BR_OTT_003,2025-11-02,2025-11-02T23:51:00,4192.23,INTERAC_DEBIT,Shoppers Drug Mart,MOBILE
TXN1003111,CUST100721,ACC501482,BR_HAM_004,2025-11-20,2025-11-20T06:12:00,2175.21,ATM_WITHDRAWAL,,POS
TXN1003112,CUST100261,ACC500529,BR_LAV_008,2025-11-05,2025-11-05T17:22:00,800.91,EFT,,BRANCH
TXN1003113,CUST100231,ACC500473,BR_LAV_008,2025-11-05,2025-11-05T07:31:00,935.26,PAYROLL_DEPOSIT,,BRANCH
TXN1003114,CUST100208,ACC500426,BR_CAL_012,2025-11-02,2025-11-02T07:51:00,2360.32,INTERAC_ETRANSFER,,ATM
TXN1003115,CUST100008,ACC500015,BR_VIC_010,2025-11-05,2025-11-05T20:13:00,4481.1,BILL_PAYMENT,,POS
TXN1003116,CUST100742,ACC501522,BR_LAV_008,2025-11-01,2025-11-01T08:12:00,4435.01,PAYROLL_DEPOSIT,,POS
TXN1003117,CUST100685,ACC501399,BR_CAL_012,2025-11-21,2025-11-21T20:34:00,2575.62,INTERAC_ETRANSFER,,BRANCH
TXN1003118,CUST100282,ACC500576,BR_LAV_008,2025-11-13,2025-11-13T20:49:00,643.77,POS_PURCHASE,Walmart Canada,BRANCH
TXN1003119,CUST100628,ACC501282,BR_VAN_009,2025-11-09,2025-11-09T14:14:00,2964.25,INTERAC_DEBIT,Petro-Canada,ATM
TXN1003120,CUST100482,ACC500978,BR_WIN_014,2025-11-19,2025-11-19T21:24:00,4468.76,ATM_WITHDRAWAL,,MOBILE
TXN1003121,CUST100294,ACC500606,BR_HAL_015,2025-11-28,2025-11-28T22:22:00,3640.89,POS_PURCHASE,Canadian Tire,ATM
TXN1003122,CUST100369,ACC500753,BR_LAV_008,2025-11-22,2025-11-22T22:34:00,2320.52,PAYROLL_DEPOSIT,,POS
TXN1003123,CUST100436,ACC500892,BR_MIS_002,2025-11-01,2025-11-01T10:13:00,3148.05,BILL_PAYMENT,,MOBILE
TXN1003124,CUST100195,ACC500406,BR_QUE_007,2025-11-17,2025-11-17T16:23:00,1319.05,ATM_WITHDRAWAL,,POS
TXN1003125,CUST100527,ACC501078,BR_VAN_009,2025-11-21,2025-11-21T18:02:00,2286.79,WIRE,,BRANCH
TXN1003126,CUST100472,ACC500960,BR_EDM_013,2025-11-22,2025-11-22T06:05:00,119.17,WIRE,,POS
TXN1003127,CUST100096,ACC500194,BR_LAV_008,2025-11-25,2025-11-25T18:52:00,4819.94,POS_PURCHASE,Petro-Canada,ATM
TXN1003128,CUST100683,ACC501395,BR_EDM_013,2025-11-05,2025-11-05T10:00:00,2174.84,INTERAC_DEBIT,LCBO,MOBILE
TXN1003129,CUST100640,ACC501307,BR_TOR_001,2025-11-13,2025-11-13T20:29:00,1491.83,INTERAC_DEBIT,Amazon.ca,MOBILE
TXN1003130,CUST100095,ACC500192,BR_MON_006,2025-11-27,2025-11-27T18:36:00,2145.67,BILL_PAYMENT,,POS
TXN1003131,CUST100561,ACC501146,BR_TOR_001,2025-11-24,2025-11-24T19:05:00,9.84,POS_PURCHASE,LCBO,ONLINE
TXN1003132,CUST100182,ACC500380,BR_HAM_004,2025-11-05,2025-11-05T15:24:00,520.3,BILL_PAYMENT,,ONLINE
TXN1003133,CUST100567,ACC501160,BR_HAM_004,2025-11-08,2025-11-08T21:28:00,2865.94,ATM_WITHDRAWAL,,MOBILE
TXN1003134,CUST100229,ACC500467,BR_CAL_012,2025-11-20,2025-11-20T10:58:00,41.08,BILL_PAYMENT,,BRANCH
TXN1003135,CUST100564,ACC501153,BR_LAV_008,2025-11-11,2025-11-11T23:18:00,2180.22,POS_PURCHASE,Petro-Canada,POS
TXN1003136,CUST100078,ACC500153,BR_HAM_004,2025-11-02,2025-11-02T16:31:00,272.61,PAYROLL_DEPOSIT,,ATM
TXN1003137,CUST100018,ACC500033,BR_QUE_007,2025-11-24,2025-11-24T14:13:00,1883.34,EFT,,POS
TXN1003138,CUST100353,ACC500719,BR_QUE_007,2025-11-22,2025-11-22T14:13:00,4135.01,ATM_WITHDRAWAL,,POS
TXN1003139,CUST100954,ACC501940,BR_TOR_001,2025-11-10,2025-11-10T16:28:00,1073.07,WIRE,,ATM
TXN1003140,CUST100427,ACC500873,BR_LAV_008,2025-11-01,2025-11-01T03:37:00,3018.02,ATM_WITHDRAWAL,,ONLINE
TXN1003141,CUST100550,ACC501124,BR_SUR_011,2025-11-13,2025-11-13T23:46:00,27694.61,ATM_WITHDRAWAL,,POS
TXN1003142,CUST100415,ACC500847,BR_SUR_011,2025-11-10,2025-11-10T14:49:00,4433.41,BILL_PAYMENT,,POS
TXN1003143,CUST100667,ACC501361,BR_TOR_001,2025-11-17,2025-11-17T11:39:00,4697.53,PAYROLL_DEPOSIT,,ATM
TXN1003144,CUST100487,ACC500992,BR_TOR_001,2025-11-26,2025-11-26T01:50:00,3356.12,ATM_WITHDRAWAL,,BRANCH
TXN1003145,CUST100195,ACC500406,BR_QUE_007,2025-11-04,2025-11-04T13:18:00,3856.96,PAYROLL_DEPOSIT,,ONLINE
TXN1003146,CUST100640,ACC501308,BR_HAL_015,2025-11-01,2025-11-01T09:22:00,4073.98,INTERAC_ETRANSFER,,ONLINE
TXN1003147,CUST100420,ACC500858,BR_TOR_001,2025-11-19,2025-11-19T09:16:00,3964.91,ATM_WITHDRAWAL,,POS
TXN1003148,CUST100541,ACC501106,BR_TOR_001,2025-11-25,2025-11-25T17:56:00,3856.11,PAYROLL_DEPOSIT,,ONLINE
TXN1003149,CUST100131,ACC500268,BR_OTT_003,2025-11-22,2025-11-22T10:24:00,4592.36,INTERAC_DEBIT,Tim Hortons,BRANCH
TXN1003150,CUST100188,ACC500392,BR_HAL_015,2025-11-18,2025-11-18T09:47:00,457.4,PAYROLL_DEPOSIT,,BRANCH
TXN1003151,CUST100930,ACC501889,BR_VIC_010,2025-11-15,2025-11-15T08:15:00,1777.03,WIRE,,BRANCH
TXN1003152,CUST100821,ACC501679,BR_QUE_007,2025-11-17,2025-11-17T10:39:00,207.68,ATM_WITHDRAWAL,,POS
TXN1003153,CUST100745,ACC501530,BR_MIS_002,2025-11-02,2025-11-02T04:15:00,4303.57,POS_PURCHASE,Costco,MOBILE
TXN1003154,CUST100281,ACC500575,BR_OTT_003,2025-11-26,2025-11-26T19:40:00,4652.04,ATM_WITHDRAWAL,,ONLINE
TXN1003155,CUST100772,ACC501587,BR_SUR_011,2025-11-12,2025-11-12T08:33:00,1653.23,WIRE,,ATM
TXN1003156,CUST100184,ACC500383,BR_OTT_003,2025-11-22,2025-11-22T11:24:00,1179.5,INTERAC_ETRANSFER,,MOBILE
TXN1003157,CUST100065,ACC500131,BR_HAM_004,2025-11-17,2025-11-17T17:02:00,4339.57,INTERAC_DEBIT,Amazon.ca,BRANCH
TXN1003158,CUST100291,ACC500596,BR_TOR_001,2025-11-14,2025-11-14T00:57:00,4012.89,ATM_WITHDRAWAL,,POS
TXN1003159,CUST100481,ACC500977,BR_MON_006,2025-11-09,2025-11-09T14:17:00,3674.6,ATM_WITHDRAWAL,,BRANCH
TXN1003160,CUST100124,ACC500251,BR_WIN_014,2025-11-14,2025-11-14T02:11:00,4063.39,INTERAC_ETRANSFER,,ATM
TXN1003161,CUST100998,ACC502018,BR_MIS_002,2025-11-24,2025-11-24T18:52:00,3495.27,WIRE,,ONLINE
TXN1003162,CUST100553,ACC501129,BR_CAL_012,2025-11-23,2025-11-23T16:45:00,355.3,ATM_WITHDRAWAL,,BRANCH
TXN1003163,CUST100909,ACC501850,BR_MON_006,2025-11-02,2025-11-02T09:07:00,3012.88,INTERAC_DEBIT,Shoppers Drug Mart,POS
TXN1003164,CUST100373,ACC500764,BR_TOR_001,2025-11-28,2025-11-28T17:26:00,3309.23,EFT,,ATM
TXN1003165,CUST100103,ACC500206,BR_VAN_009,2025-11-17,2025-11-17T10:20:00,3833.27,WIRE,,ATM
TXN1003166,CUST100164,ACC500343,BR_VAN_009,2025-11-26,2025-11-26T15:12:00,62.75,POS_PURCHASE,Loblaws,ATM
TXN1003167,CUST100182,ACC500378,BR_MIS_002,2025-11-26,2025-11-26T11:54:00,4815.73,BILL_PAYMENT,,ATM
TXN1003168,CUST100919,ACC501867,BR_OTT_003,2025-11-18,2025-11-18T01:24:00,3272.11,POS_PURCHASE,Tim Hortons,BRANCH
TXN1003169,CUST100294,ACC500605,BR_VAN_009,2025-11-07,2025-11-07T12:40:00,1871.52,INTERAC_ETRANSFER,,ONLINE
TXN1003170,CUST100337,ACC500689,BR_QUE_007,2025-11-19,2025-11-19T03:42:00,4053.74,INTERAC_ETRANSFER,,POS
TXN1003171,CUST100834,ACC501707,BR_SUR_011,2025-11-18,2025-11-18T14:05:00,3975.79,ATM_WITHDRAWAL,,MOBILE
TXN1003172,CUST100080,ACC500158,BR_HAM_004,2025-11-01,2025-11-01T17:00:00,3053.55,PAYROLL_DEPOSIT,,POS
TXN1003173,CUST100597,ACC501224,BR_HAM_004,2025-11-23,2025-11-23T05:48:00,4791.48,WIRE,,BRANCH
TXN1003174,CUST100913,ACC501858,BR_LAV_008,2025-11-01,2025-11-01T15:58:00,511.56,POS_PURCHASE,Amazon.ca,ATM
TXN1003175,CUST100151,ACC500315,BR_EDM_013,2025-11-07,2025-11-07T04:04:00,1400.85,WIRE,,ONLINE
TXN1003176,CUST100160,ACC500335,BR_TOR_001,2025-11-02,2025-11-02T18:55:00,3859.49,EFT,,ONLINE
TXN1003177,CUST100044,ACC500085,BR_HAL_015,2025-11-27,2025-11-27T06:30:00,369.84,INTERAC_DEBIT,Walmart Canada,MOBILE
TXN1003178,CUST100364,ACC500744,BR_MON_006,2025-11-13,2025-11-13T04:45:00,2706.8,POS_PURCHASE,Amazon.ca,MOBILE
TXN1003179,CUST100109,ACC500218,BR_VAN_009,2025-11-23,2025-11-23T05:57:00,4881.81,INTERAC_ETRANSFER,,POS
TXN1003180,CUST100719,ACC501477,BR_OTT_003,2025-11-21,2025-11-21T07:58:00,1944.71,INTERAC_DEBIT,Petro-Canada,ATM
TXN1003181,CUST100430,ACC500880,BR_LON_005,2025-11-16,2025-11-16T21:05:00,593.81,POS_PURCHASE,Amazon.ca,ATM
TXN1003182,CUST100833,ACC501703,BR_TOR_001,2025-11-18,2025-11-18T02:57:00,3650.67,INTERAC_ETRANSFER,,POS
TXN1003183,CUST100880,ACC501792,BR_TOR_001,2025-11-07,2025-11-07T01:11:00,2920.66,WIRE,,BRANCH
TXN1003184,CUST100766,ACC501575,BR_SUR_011,2025-11-19,2025-11-19T23:58:00,2148.81,PAYROLL_DEPOSIT,,POS
TXN1003185,CUST100220,ACC500453,BR_MON_006,2025-11-26,2025-11-26T09:52:00,3002.16,INTERAC_ETRANSFER,,BRANCH
TXN1003186,CUST100661,ACC501348,BR_HAM_004,2025-11-28,2025-11-28T00:56:00,1937.58,INTERAC_ETRANSFER,,ATM
TXN1003187,CUST100571,ACC501169,BR_LAV_008,2025-11-28,2025-11-28T17:03:00,1799.75,ATM_WITHDRAWAL,,ONLINE
TXN1003188,CUST100160,ACC500335,BR_TOR_001,2025-11-03,2025-11-03T04:48:00,1089.68,INTERAC_ETRANSFER,,MOBILE
TXN1003189,CUST100007,ACC500013,BR_CAL_012,2025-11-13,2025-11-13T08:49:00,3446.74,INTERAC_ETRANSFER,,BRANCH
TXN1003190,CUST100766,ACC501575,BR_SUR_011,2025-11-09,2025-11-09T08:47:00,2038.31,INTERAC_DEBIT,Loblaws,BRANCH
TXN1003191,CUST100701,ACC501437,BR_OTT_003,2025-11-23,2025-11-23T19:31:00,1286.99,INTERAC_ETRANSFER,,BRANCH
TXN1003192,CUST100841,ACC501722,BR_MON_006,2025-11-09,2025-11-09T13:36:00,1406.04,WIRE,,ONLINE
TXN1003193,CUST100034,ACC500062,BR_MIS_002,2025-11-01,2025-11-01T18:43:00,3702.31,ATM_WITHDRAWAL,,BRANCH
TXN1003194,CUST100038,ACC500072,BR_VAN_009,2025-11-27,2025-11-27T04:44:00,1315.07,ATM_WITHDRAWAL,,MOBILE
TXN1003195,CUST100433,ACC500886,BR_MON_006,2025-11-22,2025-11-22T19:40:00,4166.29,WIRE,,BRANCH
TXN1003196,CUST100657,ACC501340,BR_QUE_007,2025-11-16,2025-11-16T08:09:00,1374.53,INTERAC_DEBIT,Sobeys,POS
TXN1003197,CUST100669,ACC501363,BR_CAL_012,2025-11-10,2025-11-10T19:22:00,4297.68,INTERAC_DEBIT,Walmart Canada,MOBILE
TXN1003198,CUST100177,ACC500367,BR_MIS_002,2025-11-28,2025-11-28T06:43:00,2670.6,POS_PURCHASE,Walmart Canada,MOBILE
TXN1003199,CUST100749,ACC501542,BR_WIN_014,2025-11-20,2025-11-20T02:56:00,1730.26,ATM_WITHDRAWAL,,ATM
TXN1003200,CUST100098,ACC500197,BR_HAL_015,2025-11-28,2025-11-28T09:31:00,4902.15,ATM_WITHDRAWAL,,MOBILE
TXN1003201,CUST100124,ACC500253,BR_HAM_004,2025-11-10,2025-11-10T21:45:00,2596.17,PAYROLL_DEPOSIT,,BRANCH
TXN1003202,CUST100912,ACC501857,BR_LAV_008,2025-11-05,2025-11-05T21:24:00,4034.16,INTERAC_DEBIT,Amazon.ca,ATM
TXN1003203,CUST100122,ACC500248,BR_WIN_014,2025-11-13,2025-11-13T04:49:00,1998.09,ATM_WITHDRAWAL,,ATM
TXN1003204,CUST100764,ACC501573,BR_WIN_014,2025-11-10,2025-11-10T19:33:00,4040.53,WIRE,,MOBILE
TXN1003205,CUST100882,ACC501795,BR_LON_005,2025-11-16,2025-11-16T20:02:00,1851.04,ATM_WITHDRAWAL,,POS
TXN1003206,CUST100839,ACC501719,BR_MIS_002,2025-11-24,2025-11-24T15:52:00,228.8,PAYROLL_DEPOSIT,,ATM
TXN1003207,CUST100902,ACC501837,BR_LAV_008,2025-11-27,2025-11-27T15:08:00,3585.41,POS_PURCHASE,Canadian Tire,ONLINE
TXN1003208,CUST100146,ACC500304,BR_LAV_008,2025-11-06,2025-11-06T06:21:00,4139.88,BILL_PAYMENT,,MOBILE
TXN1003209,CUST100833,ACC501703,BR_TOR_001,2025-11-01,2025-11-01T16:20:00,2614.79,INTERAC_DEBIT,Costco,ONLINE
TXN1003210,CUST100601,ACC501230,BR_WIN_014,2025-11-29,2025-11-29T02:28:00,1813.02,ATM_WITHDRAWAL,,ATM
TXN1003211,CUST100341,ACC500696,BR_SUR_011,2025-11-01,2025-11-01T20:23:00,4485.98,EFT,,ONLINE
TXN1003212,CUST100196,ACC500408,BR_OTT_003,2025-11-07,2025-11-07T23:07:00,1860.48,INTERAC_ETRANSFER,,MOBILE
TXN1003213,CUST100019,ACC500035,BR_MON_006,2025-11-20,2025-11-20T19:14:00,751.32,POS_PURCHASE,Canadian Tire,POS
TXN1003214,CUST100722,ACC501487,BR_WIN_014,2025-11-01,2025-11-01T19:05:00,4607.18,INTERAC_ETRANSFER,,BRANCH
TXN1003215,CUST100274,ACC500555,BR_HAL_015,2025-11-29,2025-11-29T23:14:00,3965.19,BILL_PAYMENT,,ONLINE
TXN1003216,CUST100916,ACC501862,BR_HAL_015,2025-11-09,2025-11-09T00:51:00,4631.56,INTERAC_ETRANSFER,,MOBILE
TXN1003217,CUST100514,ACC501049,BR_HAL_015,2025-11-09,2025-11-09T22:58:00,988.19,WIRE,,MOBILE
TXN1003218,CUST100881,ACC501794,BR_MIS_002,2025-11-19,2025-11-19T17:09:00,1522.17,PAYROLL_DEPOSIT,,POS
TXN1003219,CUST100099,ACC500198,BR_VAN_009,2025-11-14,2025-11-14T16:09:00,1088.97,INTERAC_ETRANSFER,,BRANCH
TXN1003220,CUST100948,ACC501926,BR_VIC_010,2025-11-17,2025-11-17T03:41:00,11705.39,INTERAC_ETRANSFER,,BRANCH
TXN1003221,CUST100383,ACC500785,BR_WIN_014,2025-11-28,2025-11-28T09:10:00,1722.3,EFT,,MOBILE
TXN1003222,CUST100521,ACC501064,BR_VIC_010,2025-11-26,2025-11-26T06:43:00,2522.15,ATM_WITHDRAWAL,,MOBILE
TXN1003223,CUST100983,ACC501992,BR_LON_005,2025-11-25,2025-11-25T11:55:00,1069.97,BILL_PAYMENT,,ONLINE
TXN1003224,CUST100505,ACC501029,BR_MON_006,2025-11-07,2025-11-07T23:48:00,4120.71,EFT,,POS
TXN1003225,CUST100313,ACC500645,BR_MIS_002,2025-11-10,2025-11-10T23:11:00,1613.04,BILL_PAYMENT,,ONLINE
TXN1003226,CUST100119,ACC500240,BR_MON_006,2025-11-29,2025-11-29T14:33:00,3787.35,INTERAC_ETRANSFER,,BRANCH
TXN1003227,CUST100028,ACC500052,BR_SUR_011,2025-11-02,2025-11-02T07:16:00,1155.85,POS_PURCHASE,LCBO,POS
TXN1003228,CUST100513,ACC501047,BR_OTT_003,2025-11-06,2025-11-06T00:16:00,2366.71,PAYROLL_DEPOSIT,,MOBILE
TXN1003229,CUST100923,ACC501875,BR_SUR_011,2025-11-23,2025-11-23T01:34:00,2732.18,ATM_WITHDRAWAL,,MOBILE
TXN1003230,CUST100299,ACC500613,BR_LON_005,2025-11-23,2025-11-23T22:52:00,399.76,POS_PURCHASE,Canadian Tire,ATM
TXN1003231,CUST100628,ACC501282,BR_VAN_009,2025-11-11,2025-11-11T06:04:00,4108.65,PAYROLL_DEPOSIT,,MOBILE
TXN1003232,CUST100557,ACC501138,BR_QUE_007,2025-11-20,2025-11-20T06:06:00,3751.58,POS_PURCHASE,Canadian Tire,MOBILE
TXN1003233,CUST100128,ACC500263,BR_HAL_015,2025-11-22,2025-11-22T20:02:00,1481.19,INTERAC_ETRANSFER,,ATM
TXN1003234,CUST100260,ACC500527,BR_CAL_012,2025-11-08,2025-11-08T00:40:00,81.05,BILL_PAYMENT,,MOBILE
TXN1003235,CUST100084,ACC500168,BR_HAM_004,2025-11-30,2025-11-30T09:22:00,3943.33,BILL_PAYMENT,,BRANCH
TXN1003236,CUST100382,ACC500783,BR_QUE_007,2025-11-12,2025-11-12T22:29:00,4658.21,BILL_PAYMENT,,POS
TXN1003237,CUST100073,ACC500142,BR_CAL_012,2025-11-04,2025-11-04T03:43:00,1137.77,PAYROLL_DEPOSIT,,POS
TXN1003238,CUST100893,ACC501817,BR_MON_006,2025-11-26,2025-11-26T18:59:00,3113.0,BILL_PAYMENT,,BRANCH
TXN1003239,CUST100471,ACC500958,BR_WIN_014,2025-11-03,2025-11-03T00:48:00,1034.08,INTERAC_DEBIT,Sobeys,POS
TXN1003240,CUST100293,ACC500604,BR_EDM_013,2025-11-20,2025-11-20T19:31:00,3558.64,BILL_PAYMENT,,ONLINE
TXN1003241,CUST100814,ACC501667,BR_MON_006,2025-11-21,2025-11-21T02:46:00,2535.41,ATM_WITHDRAWAL,,MOBILE
TXN1003242,CUST100514,ACC501049,BR_HAL_015,2025-11-02,2025-11-02T22:59:00,658.51,ATM_WITHDRAWAL,,ONLINE
TXN1003243,CUST100572,ACC501173,BR_QUE_007,2025-11-16,2025-11-16T19:16:00,2188.34,EFT,,POS
TXN1003244,CUST100516,ACC501055,BR_HAM_004,2025-11-16,2025-11-16T09:37:00,4763.13,EFT,,POS
TXN1003245,CUST100214,ACC500440,BR_MON_006,2025-11-06,2025-11-06T05:11:00,3012.4,INTERAC_ETRANSFER,,ONLINE
